"oem","model","network_technology","network_2g_bands","network_gprs","network_edge","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","display","memory_card_slot","memory_phonebook","memory_call_records","sound_loudspeaker","sound_alert_types","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_radio","comms_usb","features_sensors","features_messaging","features_browser","features_clock","features_alarm","features_games","features_java","features","misc_colors","network_3g_bands","network_speed","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_internal","main_camera_single","main_camera_video","misc_price","main_camera_features","body","network_4g_bands","body_build","display_protection","memory","main_camera_dual","selfie_camera_dual","selfie_camera_features","selfie_camera_video","comms_nfc","battery_charging","misc_models","tests_performance","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","tests_display","selfie_camera_single","comms_infrared_port","network_5g_bands","main_camera_quad","main_camera_triple","sound","misc_sar_eu","main_camera_five","features_languages","body_keyboard","misc_sar","battery","main_camera_dual_or_triple","battery_music_play","selfie_camera_triple","main_camera_v1","selfie_camera","camera","main_camera","network","battery_talk_time","battery_stand.by"
"Samsung","Galaxy Y Plus S5303","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2013, March. Released 2013, May","Discontinued","104.9 x 57.9 x 13 mm (4.13 x 2.28 x 0.51 in)","96 g (3.39 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm (~40.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, compass",,,,,,,,"White, Black","HSDPA","HSPA 7.2/5.76 Mbps","Android 4.0 (Ice Cream Sandwich)",,"850 MHz Cortex-A9",,"4 GB","2 MP","Yes","About 120 EUR",,,,,,,,,,,,,"GT-S5303",,,,,,,,,,,,,"0.94 W/kg (head)     0.55 W/kg (body)    ",,,,"0.74 W/kg (head)     0.49 W/kg (body)    ","Removable Li-Ion 1200 mAh battery",,,,,"No",,,,"Up to 5 h 50 min (3G)","Up to 260 h (3G)"
"Samsung","Rex 90 S5292","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2013, February","Available. Released 2013, March","113 x 61.9 x 11.9 mm (4.45 x 2.44 x 0.47 in)","-","Dual SIM (Mini-SIM)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)","Yes","Yes","Yes",,"Yes","Wi-Fi 802.11 b/g/n","3.0","No","FM radio, recording","microUSB 2.0, USB Host","Proximity","SMS, MMS, Email, IM",,,,"Yes","Yes","SNS applications  MP4/H.263 player  MP3/eAAC+/WAV player  Organizer  Predictive text input","White, Brown",,,,,,,"10 MB","3.15 MP","Yes","About 80 EUR",,,,,,,,,,,,,"GT-S5292",,,,,,,,,,,,,"0.50 W/kg (head)     0.46 W/kg (body)    ",,,,"1.01 W/kg (head)     0.49 W/kg (body)    ","Removable Li-Ion 1000 mAh battery",,,,,"No",,,,"Up to 15 h",
"Samsung","Rex 80 S5222R","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2013, February. Released 2013, March","Discontinued","102 x 58 x 11.5 mm (4.02 x 2.28 x 0.45 in)","-","Dual SIM (Mini-SIM)","TFT touchscreen, 256K colors","3.0 inches, 27.9 cm (~47.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,"microSD, up to 16 GB (dedicated slot)","1000 entries","Yes","Yes",,"Yes","Wi-Fi 802.11 b/g/n","3.0","No","FM radio, recording","microUSB 2.0, USB Host","Proximity","SMS, MMS, Email, IM",,,,"Yes","Yes","SNS applications  MP4/H.263 player  MP3/eAAC+/WAV player  Organizer  Predictive text input","White, Gray, Blue, Red",,,,,,,"20 MB","3.15 MP","Yes","About 70 EUR",,,,,,,,,,,,,"GT-S5222R",,,,,,,,,,,,,"0.66 W/kg (head)     0.59 W/kg (body)    ",,,,,"Removable Li-Ion 1000 mAh battery",,,,,"No",,,,"Up to 14 h 10 min",
"Samsung","Rex 70 S3802","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2013, February","Available. Released 2013, March","104.9 x 57.2 x 12 mm (4.13 x 2.25 x 0.47 in)","89.2 g (3.14 oz)","Dual SIM (Mini-SIM)","TFT touchscreen, 65K colors","3.0 inches, 27.9 cm (~46.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,"microSD, up to 32 GB (dedicated slot)","Yes","Yes","Yes",,"Yes","Wi-Fi 802.11 b/g/n","3.0","No","FM radio","microUSB 2.0, USB Host","Proximity","SMS, MMS, Email, IM",,,,"Yes","Yes","SNS applications  MP4/H.263 player  MP3/eAAC+/WAV player  Organizer  Predictive text input","White, Gray, Blue",,,,,,,"10 MB","2 MP","Yes","About 60 EUR",,,,,,,,,,,,,"GT-S3802, GT-S3800",,,,,,,,,,,,,"0.78 W/kg (head)     0.71 W/kg (body)    ",,,,"1.07 W/kg (head)     0.54 W/kg (body)    ","Removable Li-Ion 1000 mAh battery",,,,,"No",,,,"Up to 13 h",
"Samsung","Rex 60 C3312R","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2013, February","Available. Released 2013, March","101.8 x 55 x 12.2 mm (4.01 x 2.17 x 0.48 in)","-","Dual SIM (Mini-SIM)","TFT touchscreen, 65K colors","2.8 inches, 24.3 cm (~43.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,"microSD, up to 16 GB (dedicated slot)","1000 entries","Yes","Yes",,"Yes","No","3.0","No","FM radio, recording","microUSB 2.0, USB Host","Proximity","SMS, MMS, Email, IM",,,,"Yes","Yes","SNS applications  MP4/H.263 player  MP3/eAAC+ player  Organizer  Predictive text input","White, Gray, Blue",,,,,,,"30 MB","1.3 MP","Yes","About 50 EUR",,,,,,,,,,,,,"GT-C3312R, GT-C3310R",,,,,,,,,,,,,"0.88 W/kg (head)    ",,,,,"Removable Li-Ion 1000 mAh battery",,,,,"No",,,,"Up to 15 h",
"Samsung","Metro E2202","GSM","GSM 900 / 1800 - SIM 1 & SIM 2","Yes","No","2013, February","Available. Released 2013, February","110.7 x 46 x 14.3 mm (4.36 x 1.81 x 0.56 in)","78.2 g (2.75 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.8 inches, 10.2 cm (~20.0% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,"microSD, up to 16 GB (dedicated slot)","1500 entries","Yes","Yes",,"Yes","No","2.1, EDR","No","FM radio","microUSB 2.0","V1","SMS, MMS, Email",,,,"Yes","Yes","SNS applications  MP3/AAC/WAV player  MP4/H.264 player  Organizer","Black, White",,,,,,,,"VGA","CIF@15fps","About 30 EUR",,,,,,,,,,,,,"GT-E2202, GT-E2200",,,,,,,,,,,,,"0.90 W/kg (head)     0.60 W/kg (body)    ",,,,,"Removable Li-Ion 1000 mAh battery",,,,,"No",,,,"Up to 13 h","Up to 600 h"
"Samsung","E1282T","GSM","GSM 900 / 1800 - SIM 1 & SIM 2","Yes","No","2013, February. Released 2013, March","Discontinued","109.2 x 45.5 x 14.5 mm (4.30 x 1.79 x 0.57 in)","74.5 g (2.61 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.8 inches, 10.2 cm (~20.5% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,"microSD, up to 4 GB (dedicated slot)","1000 entries","Yes","Yes",,"Yes","No","2.0","No","FM radio","Proprietary","V1","SMS",,,,"No","Yes","SNS applications  MP3 player  Photo viewer","Black, White, Blue",,,,,,,,,,"About 30 EUR",,,,,,,,,,,,,"gt-e1280",,,,,,,,,,,,,"0.93 W/kg (head)     0.36 W/kg (body)    ",,,,,"Removable Li-Ion 1000 mAh battery",,,,,,"No",,,"Up to 12 h","Up to 660 h"
"Samsung","E1207T","GSM","GSM 900 / 1800 - SIM 1 & SIM 2","No","No","2013, February. Released 2013, March","Discontinued","108 x 45.5 x 13.5 mm (4.25 x 1.79 x 0.53 in)","-","Dual SIM (Mini-SIM)","TFT, 65K colors","1.52 inches, 7.5 cm (~15.2% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~119 ppi density)",,"No","Yes","Yes","Yes",,"No","No","No","No","FM radio","Proprietary","V1","SMS",,,,"No","No",,"Black",,,,,,,,,,"About 20 EUR",,,,,,,,,,,,,,,,,,,,,,,,,,"0.92 W/kg (head)     0.40 W/kg (body)    ",,,,,"Removable Li-Ion 800 mAh battery",,,,,,"No",,,"Up to 8 h","Up to 430 h"
"Samsung","Galaxy Young S6310","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - S6310","Yes","Yes","2013, February","Available. Released 2013, March","109.4 x 58.6 x 12.5 mm (4.31 x 2.31 x 0.49 in)","112 g (3.95 oz)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.27 inches, 31.8 cm (~49.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~176 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS, recording","microUSB 2.0","Accelerometer, proximity, compass",,,,,,,,"White","HSDPA 900 / 2100","HSPA 7.2/5.76 Mbps","Android 4.1.2 (Jelly Bean)","Qualcomm MSM7227A Snapdragon S1","1.0 GHz Cortex-A5","Adreno 200","4 GB (2 GB user available), 768 MB RAM","3.15 MP, f/2.6","480p@24fps","About 90 EUR",,,,,,,,,,,,,"GT-S6312, GT-S6310, GT-S6312, GT-S6310L",,"Photo","Voice 65dB / Noise 64dB / Ring 65dB","Noise -91.4dB / Crosstalk -92.5dB",,"Contrast ratio: 701:1 (nominal) / 1.220:1 (sunlight)",,,,,,,"0.88 W/kg (head)     0.56 W/kg (body)    ",,,,"1.18 W/kg (head)     1.28 W/kg (body)    ","Removable Li-Ion 1300 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - S6312","Up to 6 h 40 min (3G)","Up to 250 h (3G)"
"Samsung","Galaxy Fame S6810","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - S6810","Yes","Yes","2013, February","Available. Released 2013, March","113.2 x 61.6 x 11.6 mm (4.46 x 2.43 x 0.46 in)","120.6 g (4.23 oz)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS, recording","microUSB 2.0","Accelerometer, proximity, compass",,,,,,,,"White, Blue","HSDPA 900 / 2100","HSPA 7.2/5.76 Mbps","Android 4.1.2 (Jelly Bean)",,"1.0 GHz Cortex-A9","Broadcom VideoCore IV","4 GB, 512 MB RAM","5 MP, AF, f/2.7","480p@25fps","About 120 EUR","LED flash",,,,,,,,,,"Yes (S6810P model only)",,"GT-S6810P, GT-S6812, GT-S6810, GT-S6810M",,"Photo","Voice 66dB / Noise 64dB / Ring 75dB","Noise -87.8dB / Crosstalk -88.5dB","Endurance rating 33h","Contrast ratio: 906:1 (nominal) / 1.245:1 (sunlight)","VGA",,,,,,"0.83 W/kg (head)     0.35 W/kg (body)    ",,,,"1.46 W/kg (head)     0.94 W/kg (body)    ","Removable Li-Ion 1300 mAh battery",,,,,,,,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - S6812","Up to 8 h 40 min (2G) / Up to 6 h 10 min (3G)","Up to 420 h (2G) / Up to 380 h (3G)"
"Samsung","Galaxy Express I8730","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2013, January","Available. Released 2013, March","132.2 x 69.1 x 9.3 mm (5.20 x 2.72 x 0.37 in)","139.1 g (4.90 oz)","Micro-SIM","Super AMOLED Plus capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm (~63.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS, recording","microUSB 2.0 (MHL TV-out)","Accelerometer, gyro, proximity, compass",,,,,,,,"White, Gray","HSDPA 850 / 900 / 2100","HSPA 21.1/5.76 Mbps, LTE","Android 4.1.2 (Jelly Bean)","Qualcomm MSM8930 Snapdragon 400 (28 nm)","Dual-core 1.2 GHz Krait","Adreno 305","8 GB, 1 GB RAM","5 MP, AF","720p@30fps, stereo sound rec.","About 180 EUR","LED flash",,"LTE band 3(1800), 7(2600), 8(900), 20(800)",,,,,,,"720p@30fps","Yes",,"GT-I8730",,"Photo / Video","Voice 67dB / Noise 66dB / Ring 75dB","Noise -82.5dB / Crosstalk -82.0dB","Endurance rating 59h","Contrast ratio: Infinite (nominal) / 2.861:1 (sunlight)","1.3 MP",,,,,,"0.33 W/kg (head)     0.35 W/kg (body)    ",,,,"0.48 W/kg (head)     0.73 W/kg (body)    ","Removable Li-Ion 2000 mAh battery",,,,,,,,,"Up to 19 h 23 min (2G) / Up to 11 h 30 min (3G)","Up to 586 h (2G) / Up to 581 h (3G)"
"Samsung","S7710 Galaxy Xcover 2","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2013, January","Available. Released 2013, March","130.5 x 67.7 x 12 mm (5.14 x 2.67 x 0.47 in)","148.5 g (5.22 oz)","Mini-SIM","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~51.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS, recording","microUSB 2.0 (MHL TV-out)","Accelerometer, gyro, proximity, compass",,,,,,,,"Gray","HSDPA 900 / 2100","HSPA 14.4/5.76 Mbps","Android 4.1.2 (Jelly Bean); TouchWiz UI  5",,"Dual-core 1.0 GHz Cortex-A9","Mali-400","4 GB, 1 GB RAM","5 MP, AF","720p@30fps","About 190 EUR","LED flash","IP67 dust/water resistant (up to 1m for 30 mins)",,,"Scratch-resistant glass",,,,,,,,"GT-S7710, GT-S7710L",,"Photo / Video","Voice 68dB / Noise 64dB / Ring 74dB","Noise -80.7dB / Crosstalk -81.6dB","Endurance rating 48h","Contrast ratio: 898:1 (nominal) / 1.632:1 (sunlight)","VGA",,,,,"DNSe sound","0.50 W/kg (head)     0.51 W/kg (body)    ",,,,"0.61 W/kg (head)     1.03 W/kg (body)    ","Removable Li-Ion 1700 mAh battery",,"Up to 43 h",,,,,,,"Up to 15 h (2G) / Up to 9 h (3G)","Up to 570 h (2G) / Up to 370 h (3G)"
"Samsung","I9105 Galaxy S II Plus","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2013, January","Available. Released 2013, February","125.3 x 66.1 x 8.5 mm (4.93 x 2.60 x 0.33 in)","121 g (4.27 oz)","Mini-SIM","Super AMOLED Plus capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm (~63.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, dual band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DPR, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, gyro, proximity, compass",,,,,,,,"Chic White, Dark Blue","HSDPA 850 / 900 / 1900 / 2100","HSPA 21.1/5.76 Mbps","Android 4.1.2 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean); TouchWiz UI 5","Broadcom BC28155","Dual-core 1.2 GHz","Broadcom VideoCore IV","8 GB, 1 GB RAM","8 MP, f/2.6, 1/3.2"", AF","1080p@30fps","About 210 EUR","LED flash",,,,,,,,,,"Yes (I9105P model only)",,"GT-I9105P, GT-I9105",,"Photo / Video","Voice 65dB / Noise 61dB / Ring 66dB","Noise -83.3dB / Crosstalk -82.7dB","Endurance rating 50h","Contrast ratio: Infinite (nominal) / 2.801:1 (sunlight)","2 MP",,,,,"Active noise cancellation with dedicated mic","0.33 W/kg (head)     0.33 W/kg (body)    ",,,,,"Removable Li-Ion 1650 mAh battery",,,,,,,,,"Up to 9 h (3G)","Up to 549 h (3G)"
"Samsung","Ativ Odyssey I930","GSM / CDMA / HSPA / EVDO / LTE","CDMA 800 / 1900","Yes","Yes","2013, January. Released 2013, January","Discontinued","122.4 x 63.8 x 10.9 mm (4.82 x 2.51 x 0.43 in)","125 g (4.41 oz)","Micro-SIM","Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, dual band, Wi-Fi Direct, DLNA, hotspot","3.1, A2DP","Yes, with A-GPS, GLONASS","No","microUSB 2.0","Accelerometer, gyro, proximity, compass",,,,,,,,"Gray","CDMA2000 1xEV-DO","EV-DO Rev.A 3.1 Mbps, LTE, HSPA","Microsoft Windows Phone 8","Qualcomm MSM8960 Snapdragon S4 Plus","Dual-core 1.5 GHz Krait","Adreno 225","8 GB, 1 GB RAM","5 MP, AF","1080p@30fps","About 200 EUR","LED flash",,"LTE band 13(700)",,,,,,,"720p@30fps","Yes",,,,,,"Noise -81.9dB / Crosstalk -82.2dB","Endurance rating 57h",,"1.2 MP",,,,,,,,,,"1.27 W/kg (head)     0.79 W/kg (body)    ","Removable Li-Ion 2100 mAh battery",,,,,,,,"HSDPA 2100","Up to 19 h","Up to 168 h"
"Samsung","Galaxy Grand I9082","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2012, December. Released 2013, January","Discontinued","143.5 x 76.9 x 9.6 mm (5.65 x 3.03 x 0.38 in)","162 g (5.71 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 71.2 cm (~64.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, gyro, proximity, compass",,,,,,,,"Black, White","HSDPA 850 / 1900 / 2100 - SIM 1 only","HSPA 21.1/5.76 Mbps","Android 4.1.2 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean); TouchWiz UI",,"Dual-core 1.2 GHz Cortex-A9","Broadcom VideoCore IV","8 GB, 1 GB RAM","8 MP, f/2.7 AF","1080p@30fps, stereo sound rec.","About 180 EUR","LED flash",,,"Plastic body",,,,,,,,,"GT-I9082, GT-I9082Z",,"Photo / Video","Voice 74dB / Noise 66dB / Ring 76dB","Noise -80.8dB / Crosstalk -80.7dB","Endurance rating 56h","Contrast ratio: 948:1 (nominal) / 1.321:1 (sunlight)","2 MP",,,,,"Active noise cancellation with dedicated mic","0.24 W/kg (head)     0.29 W/kg (body)    ",,,,"0.37 W/kg (head)     1.11 W/kg (body)    ","Removable Li-Ion 2100 mAh battery",,,,,,,,"HSDPA 900 / 1900 / 2100 - SIM 1 only","Up to 10 h 10 min","Up to 440 h"
"Samsung","Galaxy Grand I9080","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2012, December. Released 2013, April","Discontinued","143.5 x 76.9 x 9.6 mm (5.65 x 3.03 x 0.38 in)","162 g (5.71 oz)","Mini-SIM","TFT capacitive touchscreen, 16M colors","5.0 inches, 71.2 cm (~64.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, gyro, proximity, compass",,,,,,,,"Black, White","HSDPA 850 / 1900 / 2100","HSPA 21.1/5.76 Mbps","Android 4.1.2 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean); TouchWiz UI",,"Dual-core 1.2 GHz Cortex-A9","Broadcom VideoCore IV","8 GB, 1 GB RAM","8 MP, AF","1080p@30fps, stereo sound rec.","About 210 EUR","LED flash",,,,,,,,,,,,"GT-I9080, GT-I9080L",,,,,,,"2 MP",,,,,"Active noise cancellation with dedicated mic","0.27 W/kg (head)    ",,,,,"Removable Li-Ion 2100 mAh battery",,"Up to 46 h",,,,,,"HSDPA 900 / 1900 / 2100","Up to 10 h 10 min","Up to 440 h"
"Samsung","Star Deluxe Duos S5292","GSM","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2012, December","Available. Released 2013, May","113 x 61.9 x 11.8 mm (4.45 x 2.44 x 0.46 in)","109 g (3.84 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)","Yes","Yes","Yes",,"Yes","Wi-Fi 802.11 b/g/n","3.0, A2DP","No","No","microUSB 2.0","Accelerometer","SMS(threaded view), MMS, Email, IM",,,,"Yes + downloadable","Yes","SNS integration  MP4/H.264 player  MP3/WAV/eAAC+ player  Organizer  Photo viewer  Voice memo  Predictive text input","Black, White, Brown",,,,,"312 MHz",,,"3.15 MP","Yes","About 110 EUR",,,,,,,,,,,,,"GT-S5292",,,,,,,,,,,,,"0.50 W/kg (head)    ",,,,"1.01 W/kg (head)     0.49 W/kg (body)    ","Removable Li-Ion 1000 mAh battery",,,,,"No",,,,"Up to 15 h","Up to 440 h"
"Samsung","Galaxy Note LTE 10.1 N8020","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2012, December. Released 2012, December","Discontinued","262 x 180 x 8.9 mm (10.31 x 7.09 x 0.35 in)","600 g (1.32 lb)","Micro-SIM","Capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm (~62.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes, with stereo speakers",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","No","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, compass",,,,,,,,"Gray, white","HSDPA 850 / 900 / 2100","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","Android 4.1 (Jelly Bean); TouchWiz UI","Exynos 4412 Quad (32 nm)","Quad-core 1.4 GHz Cortex-A9","Mali-400MP4","16/32/64 GB, 2 GB RAM","5 MP, AF","720p@30fps","About 390 EUR","LED flash","Stylus","LTE band 3(1800), 7(2600)",,,,,,,,,,"GT-N8020",,,,,,,"1.9 MP","Yes",,,,,"0.93 W/kg (body)    ",,,,"1.53 W/kg (body)    ","Non-removable Li-Ion 7000 mAh battery",,,,,,,,"LTE band 3(1800), 7(2600), 8(900), 20(800)","Up to 64 h (2G) / Up to 43 h (3G)","Up to 2158 h (2G) / Up to 1850 h (3G)"
"Samsung","A997 Rugby III","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2012, November. Released 2012, December","Discontinued","104.1 x 53.3 x 20.3 mm (4.10 x 2.10 x 0.80 in)","133 g (4.69 oz)","Mini-SIM","TFT, 256K colors","2.4 inches, 17.8 cm (~32.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Secondary external CSTN display, 65K colors.","microSD, up to 32 GB (dedicated slot)","1000 entries, Photocall","30 received, dialed and missed calls","Yes",,"Yes","No","2.1, A2DP, EDR","Yes, with A-GPS","No","microUSB 2.0","V1","SMS, AMS, MMS, Email, Push Email, IM",,,,"Yes","No","MP3/WAV/AAC+ player  MP4/H.263 player  Organizer  Push to Talk  Voice memo  Predictive text input","Black","HSDPA 850 / 1900 / 2100","HSPA",,,"468 MHz",,"256 MB, 128 MB RAM","3.15 MP","Yes","About 90 EUR",,"IP67 dust/water resistant (up to 1m for 30 mins)  MIL-STD-810F compliant",,,,,,,,,,,,,,,,,,,,,,,,"0.52 W/kg (head)    ",,,,"0.47 W/kg (head)     0.56 W/kg (body)    ","Removable Li-Ion 1300 mAh battery",,,,,"No",,,,"Up to 9 h","Up to 480 h"
"Samsung","Galaxy Axiom R830","CDMA / EVDO / LTE","CDMA 800 / 1700 / 1900 / 2100","No","No","2012, November. Released 2012, November","Discontinued","121.7 x 63.8 x 11.9 mm (4.79 x 2.51 x 0.47 in)","136.1 g (4.80 oz)","Mini-SIM","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","No","microUSB 2.0","Accelerometer, proximity",,,,,,,,"Blue","CDMA2000 1xEV-DO","EV-DO Rev.A 3.1 Mbps, LTE","Android 4.0.4 (Ice Cream Sandwich)",,"Dual-core 1.2 GHz Krait",,"4 GB, 1 GB RAM","5 MP, AF","720p","About 150 EUR","LED flash",,"LTE band 2(1900), 4(1700/2100), 5(850), 12(700)",,,,,,,,"Yes",,,,,,,,,"1.3 MP",,,,,,,,,,"0.69 W/kg (head)     1.28 W/kg (body)    ","Removable Li-Ion 2100 mAh battery",,,,,,,,,"Up to 8 h","Up to 252 h"
